Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc,SApM,Str.Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg
 Warlley Alves Record: 15-5-0,"Height:5' 11""",Weight:170 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Jan 04, 1991  ",SLpM:3.07,Str. Acc.:48%,SApM:3.63,Str. Def:51%,,TD Avg.:1.42,TD Acc.:52%,TD Def.:78%,Sub. Avg.:1.1,"
"
 Rafael Alves Record: 19-10-0,"Height:5' 8""",Weight:155 lbs.,"Reach:68""",STANCE:Orthodox,"DOB:Oct 10, 1990  ",SLpM:2.01,Str. Acc.:46%,SApM:3.71,Str. Def:56%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:50%,Sub. Avg.:1.3,"
"
 Sam Alvey Record: 33-15-1 (1 NC),"Height:6' 2""",Weight:205 lbs.,"Reach:75""",STANCE:Southpaw,"DOB:May 06, 1986  ",SLpM:3.20,Str. Acc.:43%,SApM:3.44,Str. Def:54%,,TD Avg.:0.07,TD Acc.:16%,TD Def.:82%,Sub. Avg.:0.1,"
"
 Andre Amado Record: 6-4-1,"Height:6' 0""",Weight:154 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:2.27,Str. Acc.:24%,SApM:5.91,Str. Def:63%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:20%,Sub. Avg.:0.0,"
"
 Adlan Amagov Record: 14-2-1,"Height:6' 2""",Weight:170 lbs.,"Reach:76""",STANCE:Orthodox,"DOB:Oct 30, 1986  ",SLpM:3.29,Str. Acc.:47%,SApM:0.82,Str. Def:78%,,TD Avg.:5.84,TD Acc.:56%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Maiara Amanajas dos Santos Record: 7-3-0,"Height:5' 5""",Weight:115 lbs.,Reach:--,STANCE:Southpaw,"DOB:Jul 11, 1987  ",SLpM:5.53,Str. Acc.:35%,SApM:24.47,Str. Def:33%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Chris Amarante Record: 2-0-0,Height:--,Weight:185 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Jimmy Ambriz Record: 17-21-1,"Height:6' 2""",Weight:315 lbs.,Reach:--,STANCE:Southpaw,"DOB:Jan 26, 1970  ",SLpM:0.83,Str. Acc.:29%,SApM:3.76,Str. Def:40%,,TD Avg.:3.13,TD Acc.:57%,TD Def.:100%,Sub. Avg.:0.8,"
"
 JJ Ambrose Record: 28-7-0 (2 NC),"Height:5' 10""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:3.16,Str. Acc.:69%,SApM:6.32,Str. Def:33%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:50%,Sub. Avg.:0.0,"
"
 Alen Amedovski Record: 8-2-0,"Height:5' 10""",Weight:185 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:Apr 06, 1988  ",SLpM:0.52,Str. Acc.:28%,SApM:3.14,Str. Def:37%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Makwan Amirkhani Record: 16-6-0,"Height:5' 10""",Weight:145 lbs.,"Reach:72""",STANCE:Southpaw,"DOB:Nov 08, 1988  ",SLpM:1.40,Str. Acc.:43%,SApM:2.52,Str. Def:52%,,TD Avg.:3.61,TD Acc.:40%,TD Def.:57%,Sub. Avg.:1.1,"
"
 Bertrand Amoussou Record: 1-1-0,"Height:5' 8""",Weight:190 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:6.75,Str. Acc.:39%,SApM:2.01,Str. Def:83%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Karl Amoussou Record: 27-7-2,"Height:5' 11""",Weight:185 lbs.,Reach:--,STANCE:Orthodox,"DOB:Nov 21, 1985  ",SLpM:1.47,Str. Acc.:34%,SApM:2.67,Str. Def:54%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:25%,Sub. Avg.:1.0,"
"
 Eryk Anders Record: 14-5-0 (1 NC),"Height:6' 1""",Weight:185 lbs.,"Reach:75""",STANCE:Southpaw,"DOB:Apr 21, 1987  ",SLpM:3.20,Str. Acc.:47%,SApM:3.96,Str. Def:51%,,TD Avg.:1.47,TD Acc.:32%,TD Def.:76%,Sub. Avg.:0.1,"
"
 Matt Andersen Record: 14-8-1,"Height:6' 2""",Weight:230 lbs.,Reach:--,STANCE:Southpaw,"DOB:May 29, 1971  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Andy Anderson Record: 0-1-0,"Height:5' 6""",Weight:240 lbs.,Reach:--,STANCE:  ,"DOB:Jul 16, 1974  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Lowell Anderson Record: 0-1-0,"Height:5' 6""",Weight:160 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Corey Anderson Record: 14-5-0,"Height:6' 3""",Weight:205 lbs.,"Reach:79""",STANCE:Orthodox,"DOB:Sep 22, 1989  ",SLpM:4.43,Str. Acc.:46%,SApM:2.22,Str. Def:59%,,TD Avg.:4.89,TD Acc.:50%,TD Def.:83%,Sub. Avg.:0.0,"
"
 Derek Anderson Record: 14-3-0 (1 NC),"Height:6' 0""",Weight:155 lbs.,Reach:--,STANCE:  ,"DOB:Feb 02, 1990  ",SLpM:3.97,Str. Acc.:37%,SApM:3.08,Str. Def:61%,,TD Avg.:0.34,TD Acc.:14%,TD Def.:60%,Sub. Avg.:0.0,"
"
 Megan Anderson Record: 11-5-0,"Height:6' 0""",Weight:145 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Feb 11, 1990  ",SLpM:1.76,Str. Acc.:46%,SApM:3.35,Str. Def:37%,,TD Avg.:0.52,TD Acc.:25%,TD Def.:53%,Sub. Avg.:0.5,"
"
 Alex Andrade Record: 10-5-0,"Height:5' 11""",Weight:200 lbs.,Reach:--,STANCE:Orthodox,"DOB:May 14, 1974  ",SLpM:0.20,Str. Acc.:36%,SApM:2.60,Str. Def:53%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:25%,Sub. Avg.:0.8,"
"
 Jessica Andrade Record: 21-9-0,"Height:5' 1""",Weight:115 lbs.,"Reach:62""",STANCE:Orthodox,"DOB:Sep 25, 1991  ",SLpM:6.15,Str. Acc.:50%,SApM:5.20,Str. Def:52%,,TD Avg.:2.97,TD Acc.:55%,TD Def.:66%,Sub. Avg.:0.4,"
"
 Viscardi Andrade Record: 19-6-0,"Height:5' 11""",Weight:170 lbs.,"Reach:75""",STANCE:Orthodox,"DOB:Mar 08, 1984  ",SLpM:3.26,Str. Acc.:42%,SApM:2.77,Str. Def:63%,,TD Avg.:1.93,TD Acc.:50%,TD Def.:66%,Sub. Avg.:0.3,"
"
 Jermaine Andre Record: 14-4-0,"Height:5' 7""",Weight:200 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Dylan Andrews Record: 18-7-0 (1 NC),"Height:6' 1""",Weight:185 lbs.,"Reach:74""",STANCE:Switch,"DOB:Nov 15, 1979  ",SLpM:2.21,Str. Acc.:50%,SApM:2.72,Str. Def:46%,,TD Avg.:2.83,TD Acc.:50%,TD Def.:57%,Sub. Avg.:0.4,"
"
 Reese Andy Record: 7-3-0,"Height:6' 0""",Weight:205 lbs.,Reach:--,STANCE:Orthodox,"DOB:Mar 31, 1973  ",SLpM:2.87,Str. Acc.:50%,SApM:3.50,Str. Def:58%,,TD Avg.:0.67,TD Acc.:20%,TD Def.:40%,Sub. Avg.:0.0,"
"
 Julius Anglickas Record: 5-1-0,"Height:6' 3""",Weight:205 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jul 23, 1991  ",SLpM:4.62,Str. Acc.:78%,SApM:1.86,Str. Def:50%,,TD Avg.:4.47,TD Acc.:50%,TD Def.:60%,Sub. Avg.:1.1,"
"
 Collin Anglin Record: 8-2-0,"Height:5' 9""",Weight:145 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:Feb 20, 1993  ",SLpM:5.18,Str. Acc.:54%,SApM:4.40,Str. Def:52%,,TD Avg.:2.75,TD Acc.:80%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Chad Anheliger Record: 10-5-0,"Height:5' 6""",Weight:135 lbs.,Reach:--,STANCE:  ,"DOB:Dec 01, 1986  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Yoji Anjo Record: 0-5-1,"Height:5' 11""",Weight:205 lbs.,Reach:--,STANCE:Orthodox,"DOB:Mar 28, 1967  ",SLpM:0.00,Str. Acc.:0%,SApM:3.13,Str. Def:25%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Magomed Ankalaev Record: 15-1-0,"Height:6' 3""",Weight:205 lbs.,"Reach:75""",STANCE:Orthodox,"DOB:Jun 02, 1992  ",SLpM:3.41,Str. Acc.:53%,SApM:1.78,Str. Def:65%,,TD Avg.:1.18,TD Acc.:33%,TD Def.:85%,Sub. Avg.:0.0,"
"
 Gadzhimurad Antigulov Record: 20-8-0,"Height:5' 11""",Weight:205 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Feb 09, 1987  ",SLpM:2.08,Str. Acc.:55%,SApM:4.21,Str. Def:40%,,TD Avg.:5.08,TD Acc.:36%,TD Def.:0%,Sub. Avg.:1.4,"
"
 Adam Antolin Record: 12-3-0,"Height:5' 5""",Weight:125 lbs.,"Reach:63""",STANCE:Orthodox,"DOB:Feb 28, 1982  ",SLpM:5.73,Str. Acc.:52%,SApM:5.00,Str. Def:69%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Angelo Antonio Record: 1-4-0,Height:--,Weight:205 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:1.09,Str. Acc.:50%,SApM:7.64,Str. Def:50%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Azunna Anyanwu Record: 14-5-0,"Height:6' 1""",Weight:251 lbs.,Reach:--,STANCE:Orthodox,"DOB:Aug 05, 1981  ",SLpM:2.47,Str. Acc.:42%,SApM:2.47,Str. Def:69%,,TD Avg.:0.65,TD Acc.:100%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Shinsho Anzai Record: 10-3-0,"Height:5' 7""",Weight:170 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Dec 01, 1985  ",SLpM:3.23,Str. Acc.:58%,SApM:3.75,Str. Def:45%,,TD Avg.:1.83,TD Acc.:16%,TD Def.:75%,Sub. Avg.:0.0,"
"
 Shinya Aoki Record: 39-7-0 (1 NC),"Height:5' 11""",Weight:154 lbs.,Reach:--,STANCE:Southpaw,"DOB:May 09, 1983  ",SLpM:0.97,Str. Acc.:58%,SApM:1.25,Str. Def:58%,,TD Avg.:2.54,TD Acc.:41%,TD Def.:60%,Sub. Avg.:4.0,"
"
 Aori Qileng Record: 18-7-0,"Height:5' 7""",Weight:125 lbs.,"Reach:69""",STANCE:Orthodox,"DOB:Jun 25, 1993  ",SLpM:7.73,Str. Acc.:44%,SApM:12.60,Str. Def:46%,,TD Avg.:3.00,TD Acc.:75%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Josh Appelt Record: 15-7-0,"Height:5' 10""",Weight:255 lbs.,Reach:--,STANCE:Southpaw,"DOB:Jun 19, 1983  ",SLpM:1.35,Str. Acc.:40%,SApM:11.50,Str. Def:32%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:33%,Sub. Avg.:0.0,"
"
 Erik Apple Record: 10-3-0,"Height:6' 0""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,"DOB:Aug 26, 1977  ",SLpM:0.00,Str. Acc.:0%,SApM:0.54,Str. Def:81%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:8.1,"
"
 Kenji Arai Record: 15-15-5,"Height:5' 10""",Weight:145 lbs.,Reach:--,STANCE:Southpaw,"DOB:Oct 05, 1979  ",SLpM:8.79,Str. Acc.:27%,SApM:10.29,Str. Def:39%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Romie Aram Record: 7-1-0,"Height:5' 10""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,"DOB:Dec 02, 1977  ",SLpM:1.80,Str. Acc.:35%,SApM:2.83,Str. Def:50%,,TD Avg.:2.50,TD Acc.:62%,TD Def.:83%,Sub. Avg.:0.0,"
"
 Felipe Arantes Record: 18-10-1 (2 NC),"Height:5' 8""",Weight:135 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Feb 09, 1988  ",SLpM:2.37,Str. Acc.:45%,SApM:2.66,Str. Def:64%,,TD Avg.:0.93,TD Acc.:47%,TD Def.:41%,Sub. Avg.:0.7,"
"
 Igor Araujo Record: 25-9-0 (1 NC),"Height:6' 1""",Weight:170 lbs.,"Reach:77""",STANCE:Orthodox,"DOB:Dec 06, 1980  ",SLpM:1.52,Str. Acc.:42%,SApM:2.86,Str. Def:49%,,TD Avg.:0.86,TD Acc.:15%,TD Def.:22%,Sub. Avg.:0.6,"
"
 Viviane Araujo Record: 10-3-0,"Height:5' 4""",Weight:125 lbs.,"Reach:68""",STANCE:Orthodox,"DOB:Nov 21, 1986  ",SLpM:5.14,Str. Acc.:47%,SApM:5.48,Str. Def:59%,,TD Avg.:2.10,TD Acc.:60%,TD Def.:94%,Sub. Avg.:0.3,"
"
 Julio Arce Record: 17-4-0,"Height:5' 7""",Weight:145 lbs.,"Reach:70""",STANCE:Southpaw,"DOB:Oct 27, 1989  ",SLpM:4.31,Str. Acc.:36%,SApM:2.94,Str. Def:67%,,TD Avg.:0.52,TD Acc.:30%,TD Def.:93%,Sub. Avg.:0.5,"
"
 Art Arciniega Record: 15-7-0,"Height:5' 8""",Weight:145 lbs.,Reach:--,STANCE:  ,"DOB:Oct 15, 1981  ",SLpM:1.53,Str. Acc.:46%,SApM:2.73,Str. Def:51%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:50%,Sub. Avg.:1.0,"
"
 Tristan Arenal Record: 7-4-0,Height:--,Weight:155 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Hashem Arkhagha Record: 6-0-0,"Height:6' 2""",Weight:185 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Andrei Arlovski Record: 31-20-0 (2 NC),"Height:6' 3""",Weight:240 lbs.,"Reach:77""",STANCE:Orthodox,"DOB:Feb 04, 1979  ",SLpM:3.62,Str. Acc.:44%,SApM:2.95,Str. Def:57%,,TD Avg.:0.45,TD Acc.:36%,TD Def.:78%,Sub. Avg.:0.2,"
"
 Joey Armstrong Record: 5-2-0,Height:--,Weight:--,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Austin Arnett Record: 16-6-0,"Height:6' 0""",Weight:145 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Oct 22, 1991  ",SLpM:4.52,Str. Acc.:41%,SApM:6.38,Str. Def:62%,,TD Avg.:0.44,TD Acc.:18%,TD Def.:57%,Sub. Avg.:0.2,"
"
 Ricardo Arona Record: 14-5-0,"Height:5' 11""",Weight:205 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jul 17, 1978  ",SLpM:1.66,Str. Acc.:48%,SApM:1.15,Str. Def:57%,,TD Avg.:2.41,TD Acc.:48%,TD Def.:58%,Sub. Avg.:1.2,"
"
 Chalid Arrab Record: 7-3-0,"Height:5' 11""",Weight:205 lbs.,Reach:--,STANCE:Orthodox,"DOB:May 28, 1975  ",SLpM:1.56,Str. Acc.:34%,SApM:1.63,Str. Def:56%,,TD Avg.:3.05,TD Acc.:75%,TD Def.:37%,Sub. Avg.:1.0,"
"
 Akbarh Arreola Record: 23-11-1,"Height:5' 10""",Weight:155 lbs.,"Reach:71""",STANCE:Southpaw,"DOB:Jan 14, 1983  ",SLpM:2.32,Str. Acc.:45%,SApM:4.01,Str. Def:56%,,TD Avg.:1.07,TD Acc.:100%,TD Def.:33%,Sub. Avg.:0.4,"
"
 Matt Arroyo Record: 3-3-0,"Height:5' 10""",Weight:170 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Sep 01, 1982  ",SLpM:1.62,Str. Acc.:47%,SApM:2.01,Str. Def:58%,,TD Avg.:2.12,TD Acc.:36%,TD Def.:100%,Sub. Avg.:5.3,"
"
 Antonio Arroyo Record: 9-4-0,"Height:6' 3""",Weight:185 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Jul 01, 1989  ",SLpM:3.08,Str. Acc.:70%,SApM:1.72,Str. Def:44%,,TD Avg.:1.40,TD Acc.:41%,TD Def.:32%,Sub. Avg.:0.3,"
"
 Gilles Arsene Record: 1-1-0,"Height:5' 9""",Weight:190 lbs.,Reach:--,STANCE:Southpaw,DOB:--  ,SLpM:0.06,Str. Acc.:10%,SApM:2.45,Str. Def:32%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Veta Arteaga Record: 3-1-0,"Height:5' 7""",Weight:125 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:3.20,Str. Acc.:36%,SApM:1.92,Str. Def:65%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:40%,Sub. Avg.:0.0,"
"
 Cesar Arzamendia Record: 8-3-0,"Height:5' 11""",Weight:155 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jan 31, 1991  ",SLpM:5.37,Str. Acc.:45%,SApM:5.20,Str. Def:56%,,TD Avg.:7.32,TD Acc.:75%,TD Def.:0%,Sub. Avg.:2.4,"
"
 Teddy Ash Record: 14-5-0,"Height:6' 1""",Weight:185 lbs.,"Reach:73""",STANCE:Switch,"DOB:Dec 27, 1989  ",SLpM:7.27,Str. Acc.:61%,SApM:6.80,Str. Def:28%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Arman Ashimov Record: 11-3-1,"Height:5' 6""",Weight:125 lbs.,Reach:--,STANCE:  ,"DOB:Jan 14, 1992  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Askar Askar Record: 11-1-0,"Height:5' 7""",Weight:145 lbs.,"Reach:69""",STANCE:Orthodox,"DOB:Aug 19, 1994  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Askar Askarov Record: 13-0-1,"Height:5' 6""",Weight:125 lbs.,"Reach:67""",STANCE:Orthodox,"DOB:Oct 09, 1992  ",SLpM:3.37,Str. Acc.:55%,SApM:2.65,Str. Def:56%,,TD Avg.:2.75,TD Acc.:28%,TD Def.:64%,Sub. Avg.:0.0,"
"
 Cyril Asker Record: 9-4-0,"Height:6' 0""",Weight:247 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:Dec 24, 1985  ",SLpM:3.35,Str. Acc.:39%,SApM:5.82,Str. Def:35%,,TD Avg.:4.41,TD Acc.:62%,TD Def.:100%,Sub. Avg.:0.9,"
"
 Khusein Askhabov Record: 23-0-0,"Height:5' 8""",Weight:145 lbs.,Reach:--,STANCE:  ,"DOB:Feb 13, 1995  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Scott Askham Record: 14-4-0,"Height:6' 3""",Weight:185 lbs.,"Reach:75""",STANCE:Southpaw,"DOB:May 20, 1988  ",SLpM:3.03,Str. Acc.:46%,SApM:3.52,Str. Def:52%,,TD Avg.:0.44,TD Acc.:18%,TD Def.:65%,Sub. Avg.:0.7,"
"
 Ben Askren Record: 19-2-0 (1 NC),"Height:5' 11""",Weight:170 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Jul 18, 1984  ",SLpM:3.64,Str. Acc.:49%,SApM:5.66,Str. Def:36%,,TD Avg.:4.33,TD Acc.:55%,TD Def.:0%,Sub. Avg.:0.9,"
"
 Ibo Aslan Record: 8-0-0,"Height:6' 3""",Weight:205 lbs.,Reach:--,STANCE:  ,"DOB:Apr 23, 1996  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Tom Aspinall Record: 10-2-0,"Height:6' 5""",Weight:256 lbs.,"Reach:78""",STANCE:Orthodox,"DOB:Apr 11, 1993  ",SLpM:7.43,Str. Acc.:66%,SApM:3.06,Str. Def:65%,,TD Avg.:3.54,TD Acc.:100%,TD Def.:0%,Sub. Avg.:1.8,"
"
 Bruno Assis Record: 8-4-0,"Height:6' 2""",Weight:185 lbs.,Reach:--,STANCE:Orthodox,"DOB:May 23, 1992  ",SLpM:1.27,Str. Acc.:43%,SApM:3.20,Str. Def:36%,,TD Avg.:2.00,TD Acc.:50%,TD Def.:66%,Sub. Avg.:1.0,"
"
 Junior Assuncao Record: 16-6-0,"Height:5' 9""",Weight:145 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Jun 24, 1981  ",SLpM:3.31,Str. Acc.:62%,SApM:2.06,Str. Def:44%,,TD Avg.:2.43,TD Acc.:24%,TD Def.:66%,Sub. Avg.:0.7,"
"
 Raphael Assuncao Record: 27-8-0,"Height:5' 5""",Weight:135 lbs.,"Reach:66""",STANCE:Orthodox,"DOB:Jul 19, 1982  ",SLpM:3.26,Str. Acc.:40%,SApM:2.33,Str. Def:68%,,TD Avg.:1.48,TD Acc.:38%,TD Def.:80%,Sub. Avg.:0.3,"
"
 Bazigit Atajev Record: 17-1-0,"Height:6' 1""",Weight:230 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.87,Str. Acc.:41%,SApM:3.14,Str. Def:49%,,TD Avg.:1.00,TD Acc.:33%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Rich Attonito Record: 10-5-0,"Height:5' 10""",Weight:170 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Jun 16, 1977  ",SLpM:2.28,Str. Acc.:47%,SApM:2.13,Str. Def:59%,,TD Avg.:0.74,TD Acc.:37%,TD Def.:75%,Sub. Avg.:0.0,"
"
 Olivier Aubin-Mercier Record: 11-5-0,"Height:5' 9""",Weight:155 lbs.,"Reach:70""",STANCE:Southpaw,"DOB:Feb 23, 1989  ",SLpM:2.48,Str. Acc.:51%,SApM:2.97,Str. Def:55%,,TD Avg.:2.36,TD Acc.:33%,TD Def.:70%,Sub. Avg.:0.5,"
"
 Pat Audinwood Record: 11-2-1,"Height:6' 0""",Weight:155 lbs.,Reach:--,STANCE:Orthodox,"DOB:Apr 16, 1986  ",SLpM:1.17,Str. Acc.:12%,SApM:4.31,Str. Def:41%,,TD Avg.:0.80,TD Acc.:50%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Jose Augusto Record: 6-2-0 (1 NC),"Height:6' 3""",Weight:251 lbs.,Reach:--,STANCE:  ,"DOB:Mar 28, 1992  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Marcus Aurelio Record: 22-10-0,"Height:5' 10""",Weight:155 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:Aug 18, 1973  ",SLpM:1.42,Str. Acc.:33%,SApM:2.27,Str. Def:59%,,TD Avg.:1.69,TD Acc.:27%,TD Def.:27%,Sub. Avg.:1.3,"
"
 David Avellan Record: 2-1-0,"Height:5' 9""",Weight:185 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:3.33,Str. Acc.:25%,SApM:10.00,Str. Def:57%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Blas Avena Record: 8-7-0 (1 NC),"Height:6' 0""",Weight:170 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:Jun 30, 1983  ",SLpM:2.34,Str. Acc.:47%,SApM:3.36,Str. Def:43%,,TD Avg.:2.37,TD Acc.:80%,TD Def.:50%,Sub. Avg.:1.8,"
"
 Levi Avera Record: 18-15-0,"Height:6' 1""",Weight:170 lbs.,Reach:--,STANCE:  ,"DOB:May 17, 1982  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Anthony Avila Record: 13-5-0,"Height:5' 7""",Weight:145 lbs.,Reach:--,STANCE:  ,"DOB:Dec 29, 1988  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Chris Avila Record: 5-4-0,"Height:5' 10""",Weight:145 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jan 16, 1993  ",SLpM:2.37,Str. Acc.:30%,SApM:4.17,Str. Def:48%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:46%,Sub. Avg.:0.0,"
"
 Julia Avila Record: 9-2-0,"Height:5' 7""",Weight:135 lbs.,"Reach:68""",STANCE:Orthodox,"DOB:May 11, 1988  ",SLpM:3.18,Str. Acc.:44%,SApM:2.86,Str. Def:55%,,TD Avg.:0.67,TD Acc.:33%,TD Def.:61%,Sub. Avg.:0.3,"
"
 Saad Awad Record: 20-9-0,"Height:5' 11""",Weight:155 lbs.,Reach:--,STANCE:  ,"DOB:Jun 07, 1983  ",SLpM:2.13,Str. Acc.:26%,SApM:1.87,Str. Def:60%,,TD Avg.:0.50,TD Acc.:16%,TD Def.:100%,Sub. Avg.:0.5,"
"
 Javy Ayala Record: 10-5-0,"Height:6' 1""",Weight:265 lbs.,Reach:--,STANCE:  ,"DOB:Aug 20, 1988  ",SLpM:0.83,Str. Acc.:25%,SApM:5.00,Str. Def:33%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Jessin Ayari Record: 16-6-0,"Height:6' 0""",Weight:155 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:May 31, 1992  ",SLpM:3.53,Str. Acc.:37%,SApM:3.59,Str. Def:58%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:50%,Sub. Avg.:0.3,"
"
